a / wa / waḏ,This,A1,vnw_aanw,tarifit::cefr::A1 tarifit::woordsoort::vnw_aanw
nnwaḏaa,Glasses,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
nnḏa,the dew,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
nnḥas,the copper,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
Nunya,Nunja (fairy tale character),B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
nyeḏ,pulverize,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
nɛem,to give in,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
nɛeř,curse,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
nḍar,to throw,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
nḍeq,"explain, begin to speak",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
nḏeh,To ride,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
parki / plaṣṣa,Square,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
pasaporṯe,passport,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
payas,Mattress,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
paṛka,Parking,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
paṭrun,"boss, manager",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
pepino,Cucumber,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
pijama,Pajamas,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
pilun,the fishing line,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
pintaa,to paint,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
pintura,paint,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
pirikula / lfilem,film,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
piřmi,Driver's license,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
plafon,Ceiling,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
plastik,the plastic,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
puerṯo / řmuyyi,harbour,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
pulisiya,Police,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
puřki / minzi / laxataa,because,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
qa,current relevance particle,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
qaddef,rowing,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
qama,bed,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
qandaw,the latch,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
qarrem,limp,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
qawieṯ,Peanut,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
qaɛ,"Absolutely, totally, completely",C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
qaṛṛeb,"to approach, to come closer",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
qbeř,accept,C1,vz,tarifit::cefr::C1 tarifit::woordsoort::vz
qbeṛ,Received,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
qeccaa,peel,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
qedda,such an amount,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
qeddes,holy,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
qedjeq,rush,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
qejḍeḥ,limping,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
qer,Fewer,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
qqes,cut down,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
qqim,"to stay, to sit",A2,ww,tarifit::cefr::A2 tarifit::woordsoort::ww
qubbu,"robe, ǧellaba",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
qundɛa,Spider,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
qučiya,the razor blade,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
qřa,frying in oil,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
qḇeř (i),before (in time),C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
qḍa,"to be finished (to eat), to become thin",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
Qḍew,Break off (thread),B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
qḏes,To cut,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
qḏeɛ,"pointed, sharp",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
qṛeb/nneḍ,turn,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ra... ra,neither... nor,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
raja,to wait,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
rebreq,Lightning,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
remraḥ / ame,salt,B2,znw_m_ev,tarifit::cefr::B2 tarifit::woordsoort::znw_m_ev
rented/uřa,also,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
rexras / swa,"Costs, income",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
rizirvi,To book,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
rkabus,Pistol,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
rqaḏ,the monkey,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
ru,to cry,A1,ww,tarifit::cefr::A1 tarifit::woordsoort::ww
rucc,splashing,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ruḥ,to go,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
rḥarara,extreme heat,C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
s ṯnayn,Both,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
safeṛ,To travel,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
saqer,Recognize,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sarreḥ,stretch,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sarrḇa,to rescue,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sawem,trade or exchange,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
saṛs,Lay,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
Sbeyyen,Demonstrate,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
scaa,drunk,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
sebɛeṭac,seventeen,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
sebɛin,seventy,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sedjem,Greet,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
seffaa,flutes,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sejjel,to withdraw,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
seksu,Couscous,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
sellem,allow,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
semma,to call,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sennej,Above,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
senneɛ,to form,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
setta,six,A1,telw,tarifit::cefr::A1 tarifit::woordsoort::telw
settin,sixty,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sewyeḏ,Prepare,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
seř,to belong,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
seɣ,Buy,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
seḇɛa,seven,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
seḥḥ,healthy,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
simana,Week,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sinima,Cinema,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sinta,tape,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sirkulasyun,traffic,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
Siyaq,Cleaning,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sizeɣ,Dry,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
siɣi,"continue, continue",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
siḏi,"the lord, master, majesty",B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
smeḥ / ɛfu,Yield,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
smun,"to bring together, to collect",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
smutti,move,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
spitaa,hospital,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sqaṛṛeb,"to approach, to move",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sraqezzit,the cockroach,C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
ssa,from here,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ssaaf / nneɛnaɛ,Coin (money),B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssaas,"put down, put down",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssaaweṯ,threshing,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssalam,"Hello, peace",B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ssaḇun,Soap,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sscen / sseḏḥaa,"show, show",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssecc,"to feed, to give food",C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ssefhem,"explain, make you understand",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssefsi,"melting, unfolding",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssefṯ,Saturday,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssehma,to heat up,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssehnunneḍ,to wrap,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ssejjaaṯ,tree (collective),C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ssekk,to steer,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssekkaa,"to wake up, to make stand up",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssekwila / madrase,school,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssemm,Poison,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssemneɣ,make fight,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ssen,to know,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ssenjem,to prevent,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssens,let someone stay overnight,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssensřeṯ / tisersetc,"chain, the spine",C1,znw,tarifit::cefr::C1 tarifit::woordsoort::ww
ssenta,"start, start",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sseqnunni,roll,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
sseqsa,to ask,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssewyeḏ,to prepare,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssexsi,"extinguish, extinguish, turn off",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssexṣaa,spoil,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sseŋw / ṯaaṯaa,to cook,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sseǧum,ladder,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sseɛḏ,happiness,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sseɣmi,renovate,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sseɣři,swallow,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sseḇsi,the pipe,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
sseḏha,ashamed,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sseḥḥ,truth,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssfaaɣ / aḏaṛ,bend,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ssiaḏ / sird,"to wash, to dress someone",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssibba / sabab,Rode,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssidef,"to let in, to bring in",C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ssiheř,make you tired,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ssiweř,"talk, speak",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssiweḏ,"to bring something, to make something arrive",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssiyy,"peeking, watching",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssizzeř,make you run,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ssiɣ / ceɛ,light,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ssmun,to combine,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssnuffaa,hide,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ssqaa,be quiet,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssqaqeb,To beat,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssru,make you cry,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ssu,spread out,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ssuq,market,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ssusef,spit,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssuḏ,blow,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ssuṭaa,"demands, questions",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssxarreq,lie,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ssyiwen,to fill,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssɣaa / ɛellem,teach,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssɣuyy,scream,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssɣuyy / jeɛjeɛ,shout,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssḇedd,to hold up,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssḇeḥ,Morning,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssḥaaq / sscmeḏ,burn,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssḥess,listen,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ssḥua,the magic,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
stilu,pen,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
stumaɣu,Stomach,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
su,drinks,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
suddem,to kiss,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
supa,soup,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
suqwaḥ,Sugar,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
susef,spit,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
susiṯ,the sausage,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
swaday,Below,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
swadday,down,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sxef,fainting,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
syaḏ ṛeqcuɛ,wash (the things).,C2,znw,tarifit::cefr::C2 tarifit::woordsoort::znw
sřeḥ,"to reconcile, to make better",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
sřuddi,drool,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
sḏeɛ,Annoy,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
Tadsa,"Joking, laughing",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
tajjač,the widow,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
Takniyet,Surname,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
tambaa,the postage stamp,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
tejjaa,rich,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
trisinti,Electricity,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
tsɛa,nine,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ttaa,requests,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ttaaf (i) / zzaṭ,next to,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ttaas,be guilty,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ttaman,Price,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ttariqa,the way,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ttaḇa,the tobacco,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ttaḇec,the bruise,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ttaḇeɛ,the scar,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ttef,"grab, catch, get",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ttes,to sleep,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
tteḇheṯ,surprised or amazed,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
tteḇsi,Board,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ttfuḥ,"to smell, fragrant",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ttilifun,the phone,C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
ttiliḇizyun,Television,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ttimsaḥ,the crocodile,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ttmenyaṯ,money,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ttqacia,the sock or stocking,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
ttrankiř,quiet,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ttu,forget,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ttumubin,car,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ttuḇis,Bus,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ttřam,darkness,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ttřaṯa,Tuesday,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
tub,to repent,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
tuddinṯ,drop,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
tumaṭic,Tomato,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
turnifis,the screwdriver,C1,znw,tarifit::cefr::C1 tarifit::woordsoort::znw
tuɣa,past-particle,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
tɣiř,think it over,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ṯaak,leave alone (+ IO),B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯaftic,wick (of oil lamp),B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯamza,ogress (female monster),B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯanexxač,straw,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯaneyḏa,powder,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯayḏuaṯ,milk pot,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯazeggʷaaṭ,species of shrub (Ziziphus lotus),C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ṯazeqqa,roof,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯazewḏa,large wooden couscous plate,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯazṛuṭ / biṭariya,"small stone, battery",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯaɛrabṯ,"Arabic (woman, language)",C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯaḥraymecṯ,cunning,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ṯaṛyenṯ,female camel,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯbuaẓeṯ,small window,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯemẓi,childhood,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯesɛin,ninety,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯicti,"blow, blow",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯini,date,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯiwzaṭin,unripe wheat (plural only),C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯiyuqiṯ,pearl,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯiḏaatṯ,"ear of corn, grain",C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
"ṯiṛefṯ, zaaɛ",to sow,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
ṯmanyin,eighty,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯmentac,eighteen,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯrist,sheep's wool,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯseɛtac,nineteen,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯsunetṯ,diaper,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯwacc,be eaten,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯwaccaaẓ,be ploughed,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯwasizzeř,are made to run,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
ṯwazzu,be planted,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯřatin,thirty,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
ṯřettac,thirteen,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
tḇan,corpses,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
uaja,dreams,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
uatu,fig tree,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
uaɣ,gold,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
uccen,"jackal, the wolf",B2,znw_m_ev,tarifit::cefr::B2 tarifit::woordsoort::ww
uff,wet,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ulaḇudd / mya ḏi mya,sure,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
uma,Brother,A1,ww,tarifit::cefr::A1 tarifit::woordsoort::ww
uma amezzyan,the younger brother,C2,znw,tarifit::cefr::C2 tarifit::woordsoort::znw
umi,to whom,C1,vraagw,tarifit::cefr::C1 tarifit::woordsoort::vraagw
uraa,wedding,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
ussan,"days, period",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
usu,cough,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
uyua,to walk,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
uzzař,"the shield, iron",B2,znw,tarifit::cefr::B2 tarifit::woordsoort::ww
učma,Sister,A2,ww,tarifit::cefr::A2 tarifit::woordsoort::ww
učma ṯameqqrant,the older sister,C2,znw,tarifit::cefr::C2 tarifit::woordsoort::znw
učma ṯamezzyant,the younger sister,C2,znw,tarifit::cefr::C2 tarifit::woordsoort::znw
uř,heart,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
uřuf,the divorce,B1,znw,tarifit::cefr::B1 tarifit::woordsoort::znw
uḏay,Jew,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
uḏem / aɣembub,sight,B1,znw_m_ev,tarifit::cefr::B1 tarifit::woordsoort::znw_m_ev
uḏum,"drip, drip",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
uṛu,"handful, Euro",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
waa-ssi,I don't know,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
waadyi,is not (negator non-verbal predicates),B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
wah,Yes,A1,ww,tarifit::cefr::A1 tarifit::woordsoort::ww
walu,"no, nothing",B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
wantis,the glove,B2,znw,tarifit::cefr::B2 tarifit::woordsoort::znw
warda,Pink,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
wata,flat,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
waxxa,"although, even if, okay",A2,ww,tarifit::cefr::A2 tarifit::woordsoort::ww
wařa / zaa,to see,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
waḥḏi/waha,Alone (himself),B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
weddaa,disappear,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
weddi,exclamation,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
welleh,with God,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
wenni d yusin,next,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
wenni isteḏɛan,the defendant,C2,znw,tarifit::cefr::C2 tarifit::woordsoort::znw
wenni itteḏɛan,the plaintiff,C2,znw,tarifit::cefr::C2 tarifit::woordsoort::znw
Wenni/ayenni,"That, these",B2,vnw_aanw,tarifit::cefr::B2 tarifit::woordsoort::vnw_aanw
wessex,dirty,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
wi,who?,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
wis ṯnayen,second,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
wis ṯřaṯa,third,C1,ww,tarifit::cefr::C1 tarifit::woordsoort::ww
wiss,ordinal former (~ uss),B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
wiř,prohibition particle,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
wseɛ,are many,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
wweṯ,hit or hit,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
wweṯ s uqaatas,to shoot,C2,ww,tarifit::cefr::C2 tarifit::woordsoort::ww
wzen,to weigh,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
wřaḏi,my children,B2,ww,tarifit::cefr::B2 tarifit::woordsoort::ww
wɛaa / iqṣeḥ,difficult,B1,znw_m_mv,tarifit::cefr::B1 tarifit::woordsoort::znw_m_mv
wḏa,to fall,B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
Wṣṣa,"Advise, instruct",B1,ww,tarifit::cefr::B1 tarifit::woordsoort::ww
x,at (~xef ~ xaf-),A1,vz,tarifit::cefr::A1 tarifit::woordsoort::vz
